lat,long
18.5589835,73.77820229999998
18.564084,73.80270300000002
18.5204303,73.85674370000002
18.567751,73.8757204
18.51576,73.85688979999998
18.5118059,73.84369459999998
18.4690213,73.8640944
18.4995356,73.81470420000002
18.532397600000003,73.94406459999998
18.5116565,73.8699182
19.2005554,73.8594773
18.5709235,73.83508309999998
18.5204303,73.85674370000002
19.0948287,74.74797889999998
18.553295,73.91099770000002
18.554556,73.937714
18.4452577,73.8610191
18.564183,73.883881
18.4877372,73.8704877
18.5463286,73.90331390000001
35.7079052,140.5643284
18.5907515,73.91099770000002
18.5335485,73.9311902
18.4464732,73.826375
19.1132337,73.73267750000002
18.532397600000003,73.94406459999998
18.532397600000003,73.94406459999998
18.6079035,73.9466363
18.4502069,73.8760946
18.5158057,73.92716440000002
18.5329125,73.8547709
18.5330323,73.933003
18.5204303,73.85674370000002
18.44788,73.857126
18.5204303,73.85674370000002
18.5529226,73.879711
19.0948287,74.74797889999998
18.5144313,73.86538329999998
18.4616438,73.87250429999997
18.4690213,73.8640944
18.5679146,73.91434319999998
18.528435,73.83234920000002
18.532397600000003,73.94406459999998
18.5065487,73.82730819999998
35.7079052,140.5643284
18.5158792,73.85803969999998
18.512137,73.8521866
18.5512771,73.92098940000002
18.5235518,73.906346
18.500918,73.84705229999999
18.5000766,73.9623843
19.0948287,74.74797889999998
18.529846,73.914672
18.443059,73.815867
18.4469333,73.8101934
18.5163849,73.86463990000001
18.5679146,73.91434319999998
19.096792800000006,72.8516953
18.4471444,73.8101999
18.5939432,73.94214620000002
18.5204303,73.85674370000002
18.5019469,73.86629169999998
18.5018322,73.8635912
18.5944704,73.9275889
18.5409682,73.781649
18.4949019,73.84411180000002
18.4669127,73.886173
18.5116565,73.8699182
18.4532344,73.8693452
26.9492999,75.8005051
18.4654546,73.85468209999998
18.5548965,73.8962994
18.507584,73.861999
20.598224,74.20325809999999
18.4529322,73.86523799999998
18.5512771,73.92098940000002
18.5635511,73.9325552
20.598224,74.20325809999999
18.5204303,73.85674370000002
18.5573422,73.8971708
18.5512771,73.92098940000002
18.5944704,73.9275889
18.5601649,73.8031335
18.4726725,73.9784573
18.5562145,73.9310105
18.5512771,73.92098940000002
18.5330323,73.933003
18.597398,73.91547849999998
18.4726725,73.9784573
18.4474077,73.8483676
18.5204303,73.85674370000002
18.5625986,73.85235820000003
21.1557221,79.09416039999998
18.6035421,73.9337777
18.4452577,73.8610191
18.5625986,73.85235820000003
18.5176333,73.86712320000002
18.468065600000006,73.9430283
18.5292326,73.82499729999998
18.5292326,73.82499729999998
18.5073514,73.8076543
18.508026,73.835099
35.7079052,140.5643284
18.508934,73.92591019999998
18.4726725,73.9784573
29.9093759,73.87998050000002
18.4474077,73.8483676
18.4726725,73.9784573
18.5636187,73.8949358
18.5291524,73.82708550000002
18.5591057,73.88674499999998
18.5907515,73.91099770000002
18.4529322,73.86523799999998
18.5235518,73.906346
18.5204303,73.85674370000002
18.5944704,73.9275889
18.462346,73.85293399999998
18.5625986,73.85235820000003
18.4529322,73.86523799999998
18.430860100000004,73.8610191
18.4483159,73.86671799999998
31.1471305,75.34121789999998
18.553295,73.91099770000002
27.6791987,83.5070203
18.5204303,73.85674370000002
18.5509643,73.9168593
18.4949019,73.84411180000002
18.5158057,73.92716440000002
18.5204303,73.85674370000002
18.5944704,73.9275889
18.5529226,73.879711
18.5309059,73.849306
18.5204303,73.85674370000002
18.5342985,73.9368173
18.5415099,73.79247690000003
18.4726725,73.9784573
18.510845,73.81675279999997
18.5518288,73.7943248
18.2769367,73.6219158
18.5204303,73.85674370000002
18.5058469,73.8705748
18.5625986,73.85235820000003
18.4654546,73.85468209999998
18.4553953,73.8662748
35.7079052,140.5643284
18.5018322,73.8635912
18.5204303,73.85674370000002
18.5083204,73.85670019999998
18.4654546,73.85468209999998
18.5073514,73.8076543
18.5679146,73.91434319999998
18.5018322,73.8635912
18.5144313,73.86538329999998
18.5466777,73.8022046
18.5304688,73.8299146
18.5625986,73.85235820000003
18.5625986,73.85235820000003
18.5214325,73.86763470000002
18.454439,73.853174
18.5204303,73.85674370000002
18.4676399,73.859032
18.5051349,73.8665321
18.5204303,73.85674370000002
